Gene Name,UTR5 Length,UTR5 GC Count,CDS Length,CDS GC Count,UTR3 Length,UTR3 GC Count,Transcript Size
Nbl1,195,159,537,333,1061,604,1793
Micos10,128,86,231,116,2190,1104,2549
Capzb,102,75,834,434,766,374,1702
Pqlc2,286,166,882,512,364,205,1532
Akr7a5,11,8,1104,699,173,98,1288
Mrto4,2,2,717,366,211,109,930
Emc1,10,5,2985,1665,1711,777,4706
Ubr4,28,17,15543,8483,357,182,15928
Iffo2,417,221,864,462,3946,2023,5227
Gm21969,52,28,870,464,3480,2017,4402
Aldh4a1,273,155,1689,995,1420,766,3382
Tas1r2,31,18,2532,1458,484,265,3047
Pax7,617,397,1512,926,3725,1917,5854
Klhdc7a,392,220,2322,1390,5093,2610,7807
Igsf21,413,300,1407,857,159,75,1979
Arhgef10l,160,126,3828,2307,505,233,4493
Rcc2,420,241,1563,969,2016,1110,3999
Padi6,63,35,2049,1089,221,117,2333
Padi4,56,34,2001,1154,259,150,2316
Padi3,41,27,1995,1161,1036,557,3072
Padi1,127,85,1989,1152,1638,948,3754
Padi2,90,61,2022,1163,2662,1344,4774
Sdhb,202,134,849,453,91,40,1142
Atp13a2,194,152,3510,2178,252,139,3956
Mfap2,111,77,558,326,404,237,1073
Crocc,143,84,6030,3900,409,224,6582
Necap2,53,37,801,474,1052,572,1906
Spata21,372,210,2046,1178,108,57,2526
Szrd1,24,15,459,263,2761,1512,3244
Fbxo42,282,203,2154,1189,3498,1734,5934
Cplane2,146,81,777,449,62,35,985
Arhgef19,320,195,2409,1512,685,377,3414
Epha2,113,76,2934,1708,866,443,3913
Fam131c,83,69,822,504,528,320,1433
Clcnka,156,89,2064,1204,291,164,2511
Clcnkb,74,40,2064,1181,232,127,2370
Hspb7,1006,593,510,295,1253,703,2769
Srarp,56,26,492,281,357,200,905
Zbtb17,238,153,2385,1408,99,45,2722
Spen,351,281,10932,6312,1016,491,12299
Fblim1,205,104,1128,681,1768,846,3101
Tmem82,252,150,1071,646,348,204,1671
Slc25a34,125,75,957,595,1588,879,2670
Plekhm2,198,172,3102,1804,836,489,4136
Ddi2,225,177,1200,648,8128,3802,9553
Rsc1a1,0,0,1749,898,0,0,1749
Agmat,138,84,1077,648,192,87,1407
Dnajc16,320,207,2319,1240,3330,1661,5969
Casp9,243,185,1365,787,2289,1110,3897
Cela2a,178,84,816,484,76,27,1070
Ctrc,91,54,804,462,56,30,951
Efhd2,53,45,723,446,1605,864,2381
Fhad1,133,87,4263,2249,413,170,4809
Tmem51,431,280,750,442,694,369,1875
Kazn,209,160,1245,759,2389,1142,3843
Prdm2,156,93,5130,2580,2018,1045,7304
Pdpn,208,108,480,244,74,33,762
Lrrc38,412,287,897,554,1015,518,2324
Pramel1,141,87,1377,669,1276,554,2794
Pramef8,757,372,1443,730,1686,729,3886
Oog4,401,202,1293,557,287,111,1981
Gm13043,26,12,1446,692,583,236,2055
Gm13040,28,13,1491,710,585,237,2104
BC080695,73,30,1446,695,583,240,2102
Gm13057,19,10,1491,710,583,236,2093
Gm13083,0,0,1506,702,958,414,2464
Gm13088,127,61,1383,573,309,105,1819
Gm13089,89,38,1368,565,350,129,1807
Gm13078,81,43,1425,661,600,218,2106
Gm13023,50,24,1497,649,263,102,1810
Gm13084,45,22,1485,633,275,102,1805
Gm13103,42,19,1476,618,315,110,1833
Pramef6,77,40,1410,679,0,0,1487
Pramef25,9,2,1485,701,190,77,1684
Gm13101,44,19,1446,688,188,78,1678
Pramef17,0,0,1428,660,325,139,1753
Pramel4,125,62,1503,695,771,289,2399
Gm13102,0,0,1503,696,778,292,2281
Oog3,57,27,1503,651,305,103,1865
Oog2,149,67,1431,600,337,130,1917
C87977,125,55,1497,649,263,105,1885
Pramel5,108,54,1503,703,536,195,2147
Gm13128,0,0,1428,661,317,135,1745
Gm13119,66,31,1446,696,582,242,2094
Pramef20,0,0,1434,677,0,0,1434
Pramef12,138,71,1392,700,930,429,2460
1700012P22Rik,168,78,591,299,215,95,974
Aadacl3,27,15,1227,577,1899,783,3153
Aadacl4fm1,64,32,1224,568,118,43,1406
Aadacl4fm2,0,0,1221,558,0,0,1221
Aadacl4,0,0,1224,552,0,0,1224
Aadacl4fm4,0,0,1224,554,0,0,1224
AAdacl4fm3,0,0,1227,561,0,0,1227
Aadacl4fm5,56,31,1182,542,194,78,1432
Dhrs3,438,200,909,507,990,518,2337
Vps13d,161,83,13173,6564,2515,1157,15849
Tnfrsf1b,69,46,1425,813,2324,1190,3818
Tnfrsf8,63,43,1497,854,1854,950,3414
Zfp990,289,139,1818,646,937,299,3044
Gm13212,244,116,2400,861,951,306,3595
Zfp980,267,128,1938,736,1801,581,4006
Zfp987,176,79,1902,679,720,219,2798
Zfp600,258,126,2214,842,1772,569,4244
Zfp992,81,39,1722,620,2747,1018,4550
Zfp981,265,121,1338,498,1435,461,3038
Zfp989,309,146,1986,711,0,0,2295
Rex2,255,122,2058,775,1680,540,3993
Zfp991,401,168,1722,619,690,208,2813
Zfp988,176,78,1902,685,722,221,2800
Zfp982,189,103,1107,404,192,68,1488
Zfp985,240,113,1560,578,962,304,2762
Zfp979,280,137,1224,428,1090,333,2594
Zfp534,176,80,1986,705,723,223,2885
Zfp984,310,140,1644,599,775,256,2729
Zfp933,86,47,1407,533,2745,1125,4238
Miip,413,252,1164,661,236,129,1813
Fv1,0,0,1380,650,0,0,1380
Mfn2,277,147,2274,1246,1790,914,4341
Plod1,90,60,2187,1235,966,530,3243
2510039O18Rik,130,99,1905,1239,696,340,2731
Nppb,188,108,366,186,227,80,781
Nppa,113,64,459,269,293,145,865
Clcn6,46,31,2613,1420,647,340,3306
Mthfr,69,45,1965,1120,618,351,2652
Agtrap,88,66,486,279,3422,1772,3996
Draxin,135,101,1032,622,4033,2103,5200
Mad2l2,613,384,636,336,286,169,1535
Fbxo6,850,526,888,492,200,103,1938
Fbxo44,363,234,768,442,698,377,1829
Fbxo2,69,47,894,572,325,177,1288
Disp3,246,172,4044,2424,992,550,5282
Ubiad1,321,212,1011,578,1660,837,2992
Mtor,91,68,7650,4195,823,380,8564
Angptl7,171,83,1014,562,972,435,2157
Exosc10,39,22,2664,1417,87,41,2790
Srm,117,91,909,534,312,175,1338
Masp2,22,14,2058,1061,978,391,3058
Tardbp,353,209,1245,589,5879,2327,7477
Gm572,41,25,1200,669,144,72,1385
Casz1,319,191,5289,3194,2318,1125,7926
Pex14,69,41,1131,664,806,473,2006
Dffa,105,62,996,574,1356,675,2457
Cort,117,65,330,212,230,119,677
Cenps,106,75,429,224,575,318,1110
Pgd,113,72,1452,777,653,353,2218
Kif1b,333,225,5451,2738,4449,1977,10233
Ube4b,844,548,3522,1790,1260,575,5626
Rbp7,28,17,405,205,186,84,619
Nmnat1,323,180,858,461,197,81,1378
Tmem274,48,32,489,283,0,0,537
Lzic,714,419,573,275,530,256,1817
Ctnnbip1,254,179,246,147,2174,1144,2674
Clstn1,44,37,2940,1678,335,205,3319
Pik3cd,305,176,3144,1830,1472,801,4921
Tmem201,97,72,1179,741,2344,1327,3620
Slc25a33,222,175,963,508,702,332,1887
Spsb1,339,215,822,477,1931,995,3092
H6pd,118,64,2370,1394,2083,1098,4571
Gpr157,389,264,993,611,3518,1751,4900
Slc2a5,714,385,1506,814,938,481,3158
Slc2a7,0,0,1578,874,0,0,1578
Car6,223,121,954,473,390,181,1567
Eno1,398,265,1305,721,324,178,2027
Rere,574,367,4677,2723,2477,1151,7728
Slc45a1,172,122,2256,1323,959,447,3387
Errfi1,272,182,1386,701,1385,561,3043
Park7,201,94,570,308,166,94,937
Tnfrsf9,112,64,771,404,1232,544,2115
Camta1,77,65,5049,2924,3297,1256,8423
Uts2,36,24,372,211,130,60,538
Per3,433,287,3342,1845,2224,1011,5999
Vamp3,78,56,312,152,1730,734,2120
Gm13090,101,55,336,186,309,148,746
Dnajc11,62,41,1680,918,1409,738,3151
Thap3,41,25,657,399,426,245,1124
Phf13,394,292,891,502,1920,937,3205
Klhl21,140,93,1794,1190,2052,1079,3986
Zbtb48,122,86,2046,1177,50,27,2218
Tas1r1,182,115,2529,1434,152,87,2863
Nol9,19,13,2016,1094,236,112,2271
Plekhg5,69,46,3222,1950,551,307,3842
Tnfrsf25,145,98,1236,753,280,135,1661
Espn,0,0,2616,1675,790,469,3406
Hes2,127,70,474,301,1920,1005,2521
Acot7,67,38,1155,657,283,151,1505
Gpr153,133,94,1896,1239,1748,938,3777
Hes3,359,193,603,377,0,0,962
Icmt,147,112,855,490,3917,2060,4919
Rnf207,150,75,1908,1157,408,161,2466
Rpl22,17,13,387,187,1647,810,2051
Chd5,301,245,5859,3341,3326,1857,9486
Kcnab2,566,367,1104,619,2291,1317,3961
Nphp4,344,212,4278,2586,405,181,5027
Ajap1,654,501,1239,748,1155,537,3048
A430005L14Rik,71,52,693,375,334,160,1098
Dffb,137,83,1035,599,921,411,2093
Cep104,443,303,2781,1494,1927,927,5151
Lrrc47,13,12,1746,1116,1636,850,3395
Smim1,2115,1204,237,130,2739,1548,5091
Ccdc27,74,39,1920,1028,95,48,2089
Trp73,387,296,1917,1152,2742,1427,5046
Wrap73,73,56,1389,785,136,59,1598
Tprgl,37,32,801,498,886,414,1724
Megf6,294,205,4719,2942,1838,969,6851
Arhgef16,248,196,2142,1257,470,242,2860
Prdm16,107,59,3828,2246,4663,2279,8598
Actrt2,190,108,1134,644,111,56,1435
Ttc34,191,138,1665,984,1344,744,3200
Mmel1,331,205,2301,1240,303,189,2935
Prxl2b,105,69,606,349,172,92,883
Tnfrsf14,156,69,828,475,34,17,1018
Hes5,73,53,504,337,696,401,1273
Pank4,23,14,2322,1289,163,80,2508
Plch2,0,0,3717,2190,1605,1011,5322
Pex10,53,41,975,593,660,315,1688
Rer1,176,129,591,276,829,339,1596
Morn1,29,15,1434,805,196,101,1659
Ski,72,63,2184,1377,3266,1631,5522
Faap20,35,20,561,348,480,246,1076
Prkcz,139,106,1779,960,723,389,2641
Gabrd,150,107,1350,756,421,228,1921
Cfap74,332,192,390,195,1643,813,2365
Tmem52,31,15,609,386,328,190,968
Gnb1,309,221,1023,531,1811,760,3143
Nadk,306,206,1320,713,1526,725,3152
Slc35e2,482,297,1218,618,4591,1962,6291
Cdk11b,661,376,2355,1212,154,71,3170
Mmp23,204,132,1176,680,54,28,1434
Mib2,803,505,2766,1687,73,35,3642
Fndc10,159,136,672,471,1309,739,2140
Ssu72,582,366,585,293,305,125,1472
Tmem240,216,180,522,321,570,363,1308
Atad3a,90,68,1776,1004,547,298,2413
Vwa1,196,129,1248,772,2179,1175,3623
Tmem88b,272,149,522,339,2677,1181,3471
Mrpl20,135,90,450,240,179,71,764
Ccnl2,39,26,1557,857,846,370,2442
Aurkaip1,418,255,603,335,138,62,1159
Mxra8,116,76,1329,786,758,390,2203
Dvl1,333,278,2088,1266,937,492,3358
Tas1r3,28,13,2577,1424,918,492,3523
Cptp,377,211,651,359,1634,784,2662
Ints11,147,112,1803,953,418,206,2368
Pusl1,74,55,876,520,293,143,1243
Acap3,573,407,2502,1421,1290,770,4365
Ube2j2,320,250,780,378,2239,1075,3339
C1qtnf12,261,177,927,546,127,53,1315
B3galt6,33,27,978,654,2173,951,3184
Sdf4,431,280,1086,559,3660,1727,5177
Tnfrsf4,31,16,819,456,180,95,1030
Tnfrsf18,223,123,687,386,279,153,1189
Ttll10,203,107,2028,1165,73,42,2304
9430015G10Rik,311,183,600,343,1749,893,2660
Rnf223,1657,901,768,468,483,245,2908
Agrn,68,56,6105,3631,718,366,6891
Isg15,88,48,486,276,129,51,703
Perm1,392,201,2424,1362,1085,511,3901
Plekhn1,101,76,1923,1155,990,513,3014
Noc2l,35,30,2253,1271,497,260,2785
Samd11,193,120,1659,987,758,387,2610
Vmn2r-ps159,47,21,2553,1045,436,148,3036
Cdk6,327,226,981,526,10217,4450,11525
Fam133b,86,63,738,315,667,276,1491
1700109H08Rik,80,39,633,253,60,21,773
Rbm48,383,253,1242,581,743,274,2368
Pex1,323,205,3735,1864,375,125,4433
Gatad1,315,254,801,433,1429,566,2545
Tmbim7,387,165,909,411,256,101,1552
Ankib1,412,282,3258,1561,2756,1038,6426
Krit1,302,197,2211,905,417,107,2930
Lrrd1,339,175,2562,895,50,21,2951
Mterf1a,1130,480,1140,466,143,44,2413
Akap9,169,113,11340,5170,1614,596,13123
Cyp51,439,296,1512,708,1980,813,3931
Mterf1b,77,44,1146,465,145,43,1368
Fzd1,455,329,1929,1203,1813,804,4197
Cdk14,72,52,1410,674,3369,1428,4851
1700015F17Rik,130,73,453,193,127,48,710
Cldn12,341,205,735,390,2676,1073,3752
Gtpbp10,73,48,1101,485,1798,641,2972
Gm8773,370,219,399,189,499,149,1268
Cfap69,209,129,2829,1164,1918,732,4956
Steap2,358,196,1470,707,8580,3210,10408
Steap1,111,73,1020,477,99,27,1230
Zfp804b,378,240,4032,1694,20,7,4430
Tex47,128,51,762,336,1991,668,2881
Steap4,87,61,1413,683,1655,667,3155
Sri,132,61,552,278,1820,667,2504
Adam22,123,89,2574,1250,76,28,2773
Dbf4,204,149,1992,862,206,56,2402
Slc25a40,271,164,1014,413,1499,528,2784
Rundc3b,340,248,1227,590,2110,828,3677
Abcb1a,152,84,3831,1818,1014,356,4997
Abcb1b,110,60,3831,1800,365,106,4306
Abcb4,197,153,3831,1852,51,10,4079
Crot,338,219,1839,805,819,297,2996
Tmem243,214,168,357,149,469,157,1040
Dmtf1,292,172,2286,1016,1228,447,3806
9330182L06Rik,139,96,3087,1486,1462,515,4688
Grm3,182,90,2640,1277,227,84,3049
Gm8879,98,55,474,207,553,224,1125
Gm8890,0,0,472,210,258,129,730
Speer1,97,52,474,210,552,223,1123
Gm6460,98,55,474,208,249,126,821
Gm8922,15,7,600,277,552,225,1167
4933402N22Rik,98,55,474,209,520,218,1092
Sema3d,327,202,2334,1069,3646,1199,6307
Sema3a,649,316,2319,1061,2962,1040,5930
Speer3,39,19,786,363,367,129,1192
Sema3e,634,378,2328,1137,3899,1367,6861
Pclo,304,237,15207,7314,4573,1577,20084
Gm9758,70,32,768,372,329,122,1167
Speer4e,23,13,768,370,812,317,1603
Gm10354,60,27,771,374,384,136,1215
Gm17019,60,27,768,374,334,122,1162
Gm21149,60,26,768,374,384,132,1212
Gm21190,4,2,801,389,362,130,1167
Gm21083,4,2,771,373,366,127,1141
Speer4d,201,101,639,300,354,126,1194
4930572O03Rik,177,89,636,302,356,129,1169
Speer4c,34,17,771,374,354,126,1159
Cacna2d1,226,178,3255,1412,3830,1354,7311
Hgf,122,69,2187,977,1159,338,3468
Gm28710,18,9,2889,1160,80,23,2987
Speer4f2,30,14,888,450,360,123,1278
Speer4f1,28,15,777,390,451,198,1256
Sema3c,723,444,2256,1064,2512,834,5491
Cd36,320,139,1419,588,1660,578,3399
Gnat3,130,62,1065,449,166,50,1361
Gnai1,186,145,1065,528,1884,661,3135
Magi2,238,143,3828,2010,777,544,4843
Phtf2,204,145,2244,1025,2392,887,4840
Tmem60,515,301,402,171,230,82,1147
Rsbn1l,37,21,2466,1192,3047,1066,5550
Ptpn12,164,133,2328,1072,788,252,3280
Gsap,74,49,2577,1192,1094,489,3745
Ccdc146,124,54,2934,1338,331,146,3389
Fgl2,75,48,1299,679,2414,810,3788
Fam185a,210,120,1137,607,1680,719,3027
Fbxl13,69,37,2373,1048,89,29,2531
Lrrc17,279,158,1332,656,543,254,2154
Armc10,224,144,921,455,1076,451,2221
Napepld,436,250,1191,610,2327,950,3954
Pmpcb,37,21,1470,721,108,26,1615
Dnajc2,199,148,1866,794,68,24,2133
Psmc2,400,203,1302,632,83,35,1785
Slc26a5,234,145,2235,1057,493,177,2962
Reln,294,232,10386,5348,1019,400,11699
Orc5,112,71,1308,538,683,301,2103
Lhfpl3,134,95,687,395,2294,803,3115
Kmt2e,522,304,5607,2665,1188,391,7317
Srpk2,170,70,2049,978,4272,1579,6491
Pus7,478,203,1983,960,1184,499,3645
Rint1,130,84,2379,1170,789,333,3298
Tomm7,88,60,168,87,869,348,1125
Fam126a,240,163,1566,748,3853,1633,5659
Klhl7,150,100,1761,795,1055,345,2966
Nupl2,114,84,1263,654,1537,705,2914
Kcnh2,321,253,3489,2114,411,221,4221
Nos3,28,18,3609,2166,495,222,4132
Atg9b,227,133,2769,1708,906,440,3902
Abcb8,360,186,2154,1254,560,304,3074
Asic3,0,0,1593,928,0,0,1593
Cdk5,45,33,879,465,1135,602,2059
Slc4a2,267,187,3714,2168,198,111,4179
Fastk,140,106,1638,974,115,51,1893
Tmub1,404,222,738,445,456,262,1598
Agap3,30,26,2733,1687,444,251,3207
Gbx1,386,287,1257,883,1832,942,3475
Asb10,108,60,1404,831,815,423,2327
Iqca1l,28,16,2478,1289,107,59,2613
Abcf2,161,111,1887,973,521,286,2569
Chpf2,1297,741,2307,1401,1767,995,5371
Smarcd3,154,90,1452,852,129,83,1735
Nub1,213,143,1845,914,1211,598,3269
Wdr86,384,253,1143,698,837,427,2364
Crygn,165,105,552,328,51,28,768
Rheb,388,271,555,225,841,345,1784
Prkag2,518,297,1701,886,1112,487,3331
Galntl5,216,96,1296,564,115,47,1627
Galnt11,188,134,1827,911,537,199,2552
Kmt2c,195,136,14715,6953,57,31,14967
Cct8l1,222,118,1689,877,50,20,1961
Xrcc2,109,68,837,421,2301,1047,3247
Actr3b,59,46,1257,617,396,205,1712
Gm21663,75,36,804,390,1985,826,2864
Gm21671,73,35,804,388,1544,631,2421
Gm21680,75,37,804,385,2096,858,2975
Gm21698,71,34,804,389,2120,871,2995
Gm1979,71,33,804,390,1150,452,2025
Gm5862,25,14,804,388,1143,442,1972
Speer4a,75,34,804,384,2101,873,2980
Gm7347,71,34,804,386,2120,878,2995
Gm10471,113,54,759,368,2095,858,2967
5031410I06Rik,71,34,804,389,2120,867,2995
Gm10220,71,34,804,390,2105,866,2980
Gm7361,71,33,804,392,2120,871,2995
Dpp6,702,454,2415,1221,709,373,3826
Speer4b,71,32,804,391,1318,527,2193
Paxip1,271,210,3171,1706,2408,1025,5850
Htr5a,300,164,1074,596,4002,1687,5376
Insig1,75,53,780,453,1842,794,2697
En2,833,621,975,630,1731,732,3539
Cnpy1,0,0,438,205,2580,1040,3018
Rbm33,191,147,3696,1990,5623,2573,9510
Shh,493,283,1314,838,1040,368,2847
Rnf32,262,138,1107,515,231,80,1600
Lmbr1,192,128,1473,644,3261,1366,4926
Nom1,14,9,2565,1340,6640,2981,9219
Mnx1,195,118,1215,814,835,386,2245
Ube3c,273,211,3252,1500,1523,661,5048
Dnajb6,203,131,729,315,673,240,1605
Il6,78,37,636,263,427,107,1141
Tyms,70,39,924,456,2169,1016,3163
3110082J24Rik,135,87,327,241,305,153,767
Garem2,131,104,2643,1725,1091,566,3865
Hadha,214,117,2292,1154,1511,789,4017
Hadhb,119,67,1428,664,501,199,2048
Adgrf3,17,11,2976,1635,106,34,3099
Selenoi,178,117,1197,551,5428,2286,6803
Drc1,64,45,2262,1177,145,64,2471
Otof,134,87,5994,3370,1001,569,7129
Fam166c,52,39,603,330,76,40,731
Cib4,57,34,558,286,154,73,769
Kcnk3,147,124,1230,806,2434,1321,3811
Slc35f6,89,53,1119,637,1880,914,3088
Cenpa,252,146,405,225,809,322,1466
Dpysl5,443,304,1695,969,3053,1667,5191
Mapre3,265,202,846,428,910,513,2021
Tmem214,1656,814,2064,1183,2390,1185,6110
Agbl5,126,81,2160,1184,636,312,2922
Ost4,125,76,114,60,905,439,1144
Emilin1,473,284,3054,1884,325,184,3852
Khk,83,52,1032,589,142,87,1257
Cgref1,116,90,978,557,348,182,1442
Preb,256,172,1254,691,4790,2413,6300
Tcf23,117,69,630,373,3369,1702,4116
Slc5a6,760,475,1905,1039,771,371,3436
Atraid,38,21,672,348,256,120,966
Cad,175,123,6678,3831,284,144,7137
Slc30a3,258,185,1167,697,664,378,2089
Dnajc5g,106,51,498,218,961,457,1565
Trim54,198,118,1101,655,135,86,1434
Ucn,46,29,369,247,89,57,504
Mpv17,66,41,531,292,1127,501,1724
Gm29609,51,32,2724,1460,448,185,3223
Gtf3c2,284,174,2724,1449,1544,652,4552
Eif2b4,407,257,1575,875,43,19,2025
Snx17,176,111,1413,773,429,220,2018
Zfp513,262,194,1626,1004,340,163,2228
Ppm1g,265,195,1629,862,413,217,2307
Nrbp1,158,113,1608,810,437,257,2203
Krtcap3,81,55,723,426,100,45,904
Ift172,95,60,5250,2789,58,30,5403
Fndc4,428,322,696,391,1209,584,2333
Gckr,177,97,1872,996,223,97,2272
Zfp512,113,70,1689,892,1497,694,3299
4930548H24Rik,69,38,1314,642,258,113,1641
Gpn1,32,20,1119,565,1993,951,3144
Supt7l,354,174,1239,675,1100,497,2693
Slc4a1ap,25,12,2148,1098,633,304,2806
Mrpl33,62,38,198,91,218,95,478
Rbks,26,13,972,493,44,16,1042
Babam2,418,284,1152,558,318,174,1888
Fosl2,903,589,981,601,4653,2280,6537
Plb1,223,115,4437,2264,111,49,4771
Ppp1cb,513,365,984,419,4465,1647,5962
Yes1,662,462,1626,691,2298,731,4586
Pisd,557,310,1128,652,806,418,2491
Prr14l,331,191,5916,2757,3712,1765,9959
Depdc5,153,86,4776,2449,3000,1409,7929
Ywhah,252,202,741,374,771,313,1764
Slc5a1,238,156,1998,1035,1868,771,4104
Spon2,511,294,993,568,541,293,2045
Ctbp1,176,143,1326,780,777,378,2279
Maea,68,49,1191,651,934,461,2193
Uvssa,309,186,2154,1151,4863,1985,7326
Nkx1-1,0,0,1209,876,0,0,1209
Fam53a,924,575,1209,730,213,82,2346
Gm9903,224,113,390,209,1133,531,1747
Slbp,321,212,828,413,757,272,1906
Tmem129,589,365,1089,625,1150,531,2828
Tacc3,601,364,1893,944,405,219,2899
Fgfr3,334,253,2403,1405,1508,735,4245
Letm1,265,196,2217,1229,2790,1377,5272
Nsd2,252,170,4101,1958,2789,1272,7142
Nelfa,178,127,1593,908,809,337,2580
Gm1673,13,8,414,292,50,22,477
Nat8l,860,615,900,603,4769,2641,6529
Poln,65,43,2601,1176,231,104,2897
Haus3,268,120,1713,630,92,23,2073
Mxd4,137,114,630,369,3105,1668,3872
Zfyve28,189,149,2718,1564,1076,546,3983
Cfap99,176,122,1947,1072,0,0,2123
Rnf4,402,210,585,281,2059,937,3046
Fam193a,273,219,4554,2403,709,377,5536
Tnip2,94,62,1293,734,600,286,1987
Sh3bp2,113,88,1680,949,1142,591,2935
Add1,61,38,2208,1165,1492,766,3761
Mfsd10,279,176,1371,815,257,140,1907
Nop14,103,53,2583,1249,16,4,2702
Grk4,574,389,1725,718,109,44,2408
Htt,163,107,9363,4804,3689,1838,13215
Msantd1,0,0,798,456,0,0,798
Rgs12,182,116,4146,2279,1144,586,5472
Hgfac,88,53,1962,1169,85,44,2135
Dok7,73,51,1515,944,1191,683,2779
Lrpap1,75,45,1083,601,1823,928,2981
Adra2c,1567,1088,1377,905,501,263,3445
Hmx1,0,0,999,736,527,311,1526
Cpz,163,113,1965,1149,117,66,2245
Trmt44,25,19,2142,1211,1623,838,3790
Acox3,206,112,2103,1156,1667,823,3976
Htra3,436,292,1380,845,934,521,2750
Sh3tc1,377,242,4041,2396,131,56,4549
Ablim2,171,129,1839,1056,1554,854,3564
Afap1,224,160,2196,1224,4198,2009,6618
Sorcs2,79,58,3480,2026,2148,1169,5707
Psapl1,45,24,1578,902,925,478,2548
Grpel1,196,110,654,355,2678,1202,3528
Tada2b,228,202,1263,685,2300,1062,3791
Ccdc96,64,44,1755,998,1766,756,3585
Tbc1d14,123,85,2085,1051,2441,1154,4649
D5Ertd579e,347,187,4191,1916,2139,1007,6677
Bloc1s4,5,5,648,462,620,239,1273
Mrfap1,179,117,378,261,1091,465,1648
Man2b2,78,59,3057,1796,195,93,3330
Ppp2r2c,308,253,1344,746,2436,1223,4088
Wfs1,345,237,2673,1570,769,383,3787
Jakmip1,0,0,138,66,0,0,138
Gm1043,5035,2767,4296,2524,0,0,9331
Crmp1,294,210,1719,936,893,458,2906
Evc,101,75,3018,1756,1206,628,4325
Evc2,49,34,3663,2096,379,193,4091
Stk32b,385,239,1245,662,1828,884,3458
Cytl1,29,19,420,237,525,248,974
Msx1,250,183,912,597,773,347,1935
Stx18,590,318,1005,504,1407,696,3002
Nsg1,543,382,558,295,1480,697,2581
Zbtb49,150,99,2271,1294,557,234,2978
Lyar,215,139,1167,574,181,58,1563
Tmem128,217,114,492,231,582,223,1291
Otop1,24,18,1803,1053,1314,523,3141
Drd5,299,208,1437,834,1416,618,3152
Slc2a9,175,105,1617,895,1810,867,3602
Wdr1,275,206,1821,939,993,474,3089
Zfp518b,639,359,3249,1645,2928,1244,6816
Clnk,253,137,1308,646,139,62,1700
Hs3st1,322,151,936,524,428,133,1686
Rab28,175,129,666,293,794,321,1635
Nkx3-2,557,384,1002,684,159,95,1718
Bod1l,147,99,9099,4220,1294,462,10540
Cpeb2,293,217,2979,1872,3778,1262,7050
C1qtnf7,78,42,870,458,335,136,1283
Cc2d2a,464,219,4902,2363,118,24,5484
Fbxl5,102,81,2073,938,683,231,2858
Bst1,36,18,936,500,1884,734,2856
Cd38,323,167,915,445,2032,725,3270
Gm7879,29,17,534,255,211,85,774
Fgfbp1,1105,519,756,395,330,130,2191
Prom1,188,100,2577,1189,899,371,3664
Tapt1,19,11,1695,799,1799,782,3513
Ldb2,146,75,1122,564,1150,435,2418
Qdpr,134,87,726,415,520,227,1380
Clrn2,60,32,699,360,185,89,944
Lap3,86,67,1560,814,621,199,2267
Med28,97,68,537,292,3926,1723,4560
Fam184b,375,245,2829,1567,1032,422,4236
Ncapg,104,69,3015,1215,584,191,3703
Lcorl,16,12,1803,784,3065,952,4884
Slit2,1902,1138,4566,2173,3492,1225,9960
5730480H06Rik,1867,867,747,359,686,257,3300
Kcnip4,92,46,690,295,1407,517,2189
Adgra3,231,191,3933,2052,316,110,4480
Ppargc1a,140,73,2394,1178,3930,1442,6464
Dhx15,164,113,2388,1045,458,147,3010
Sod3,280,166,756,477,2702,1328,3738
Ccdc149,123,97,1575,854,1597,765,3295
Lgi2,357,288,1653,842,4446,2118,6456
Sepsecs,20,13,1515,749,3717,1545,5252
Pi4k2b,145,112,1410,686,1584,551,3139
Zcchc4,37,21,1539,749,4167,1791,5743
Anapc4,252,180,2424,1057,1178,479,3854
Slc34a2,48,31,2094,1124,2034,910,4176
Sel1l3,146,123,3414,1792,952,415,4512
Smim20,106,71,210,119,606,302,922
Rbpj,234,165,1464,692,3742,1539,5440
Cckar,348,200,1311,706,1271,552,2930
Tbc1d19,133,91,1581,681,559,197,2273
Stim2,385,285,2241,1143,2308,913,4934
Pcdh7,1085,653,3210,1739,1316,470,5611
G6pd2,68,27,1542,779,738,353,2348
Arap2,369,228,5112,2230,1825,650,7306
Dthd1,13,7,2388,1027,26,14,2427
Nwd2,1062,689,5229,2544,2243,896,8534
0610040J01Rik,305,210,942,522,761,366,2008
Rell1,164,126,819,451,2258,945,3241
Pgm2,34,26,1863,945,472,135,2369
Tbc1d1,387,247,3489,1859,1556,698,5432
Klf3,443,333,1035,557,3743,1494,5221
Tlr1,471,244,2388,1062,166,59,3025
Tlr6,146,55,2421,1107,36,13,2603
Fam114a1,82,62,1710,864,1146,453,2938
Tmem156,62,28,966,436,383,174,1411
Klhl5,322,145,2127,1093,1161,422,3610
Wdr19,59,35,4026,1910,2194,976,6279
Rfc1,144,98,3396,1559,1211,550,4751
Klb,98,45,3132,1577,310,131,3540
Rpl9,70,38,579,283,89,40,738
Lias,132,83,1122,533,414,168,1668
Ugdh,333,229,1482,713,735,236,2550
Gm43552,132,88,90,43,143,73,365
Smim14,699,437,300,175,3561,1489,4560
Ube2k,251,177,603,267,4039,1543,4893
Pds5a,459,369,3999,1726,4476,1762,8934
